referrer,views_total,views_unique
Google,2735,871
stnava.github.io,656,198
github.com,380,92
Bing,139,37
sourceforge.net,114,44
DuckDuckGo,43,19
link.zhihu.com,41,17
cn.bing.com,38,25
ecosia.org,31,4
Baidu,27,4
