time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-17 00:00:00+00:00,119,75,503,220
2025-07-18 00:00:00+00:00,134,71,471,202
2025-07-19 00:00:00+00:00,56,37,130,70
2025-07-20 00:00:00+00:00,59,45,162,86
2025-07-21 00:00:00+00:00,83,66,439,197
2025-07-22 00:00:00+00:00,93,60,405,189
2025-07-23 00:00:00+00:00,115,86,566,218
2025-07-24 00:00:00+00:00,121,82,395,188
2025-07-25 00:00:00+00:00,81,61,342,163
2025-07-26 00:00:00+00:00,41,27,132,53
2025-07-27 00:00:00+00:00,41,26,149,78
2025-07-28 00:00:00+00:00,150,120,468,192
2025-07-29 00:00:00+00:00,94,61,666,233
2025-07-30 00:00:00+00:00,55,44,436,170
