time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-10 00:00:00+00:00,31,18,134,49
2024-02-11 00:00:00+00:00,19,13,220,57
2024-02-12 00:00:00+00:00,79,68,764,191
2024-02-13 00:00:00+00:00,56,36,616,172
2024-02-14 00:00:00+00:00,82,53,733,189
2024-02-15 00:00:00+00:00,195,158,752,212
2024-02-16 00:00:00+00:00,254,188,672,191
2024-02-17 00:00:00+00:00,45,36,252,71
2024-02-18 00:00:00+00:00,136,118,307,86
2024-02-19 00:00:00+00:00,161,125,737,187
2024-02-20 00:00:00+00:00,346,92,807,228
2024-02-21 00:00:00+00:00,411,116,680,189
2024-02-22 00:00:00+00:00,101,82,718,194
2024-02-23 00:00:00+00:00,51,33,610,191
