referrer,views_total,views_unique
Google,3024,823
stnava.github.io,690,192
github.com,281,94
Bing,134,52
sourceforge.net,96,32
cn.bing.com,79,43
dataportal.brainminds.jp,60,19
andysbrainbook.readthedocs.io,58,30
DuckDuckGo,46,18
link.zhihu.com,25,10
