time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-27 00:00:00+00:00,174,72,243,136
2026-08-28 00:00:00+00:00,120,97,169,111
2026-08-29 00:00:00+00:00,71,54,65,51
2026-08-30 00:00:00+00:00,62,47,76,55
2026-08-31 00:00:00+00:00,344,236,243,92
2026-09-01 00:00:00+00:00,464,319,255,124
2026-09-02 00:00:00+00:00,154,84,234,124
2026-09-03 00:00:00+00:00,65,50,254,131
2026-09-04 00:00:00+00:00,240,111,205,102
2026-09-05 00:00:00+00:00,89,56,80,43
2026-09-06 00:00:00+00:00,636,191,71,48
2026-09-07 00:00:00+00:00,142,104,134,95
2026-09-08 00:00:00+00:00,131,94,209,113
2026-09-09 00:00:00+00:00,116,72,238,154
