time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-02 00:00:00+00:00,1569,77,474,163
2025-05-03 00:00:00+00:00,1950,38,194,65
2025-05-04 00:00:00+00:00,546,38,167,78
2025-05-05 00:00:00+00:00,73,46,574,201
2025-05-06 00:00:00+00:00,97,60,592,206
2025-05-07 00:00:00+00:00,99,61,452,192
2025-05-08 00:00:00+00:00,83,58,513,191
2025-05-09 00:00:00+00:00,131,99,518,190
2025-05-10 00:00:00+00:00,53,35,162,71
2025-05-11 00:00:00+00:00,67,44,188,84
2025-05-12 00:00:00+00:00,81,62,483,206
2025-05-13 00:00:00+00:00,105,60,560,214
2025-05-14 00:00:00+00:00,103,63,521,229
2025-05-15 00:00:00+00:00,178,139,550,194
