referrer,views_total,views_unique
Google,3289,864
stnava.github.io,515,172
github.com,279,100
Bing,198,67
cn.bing.com,143,58
andysbrainbook.readthedocs.io,94,42
sourceforge.net,89,40
dataportal.brainminds.jp,82,21
DuckDuckGo,28,13
Baidu,27,6
