referrer,views_total,views_unique
Google,2774,814
stnava.github.io,467,154
github.com,312,76
Bing,247,58
sourceforge.net,131,37
cn.bing.com,61,24
andysbrainbook.readthedocs.io,50,29
dataportal.brainminds.jp,32,10
DuckDuckGo,29,11
search.brave.com,23,9
