referrer,views_total,views_unique
Google,2741,841
stnava.github.io,583,191
github.com,499,82
Bing,154,47
sourceforge.net,109,52
DuckDuckGo,59,19
link.zhihu.com,52,23
cn.bing.com,46,31
search.brave.com,45,6
dataportal.brainminds.jp,28,9
