referrer,views_total,views_unique
Google,757,449
github.com,282,146
Bing,90,61
chatgpt.com,48,30
dataportal.brainminds.jp,15,6
stnava.github.io,14,11
andysbrainbook.readthedocs.io,11,7
DuckDuckGo,11,6
sourceforge.net,7,3
search.brave.com,6,6
