referrer,views_total,views_unique
Google,807,471
github.com,324,171
Bing,73,44
chatgpt.com,41,29
stnava.github.io,40,28
andysbrainbook.readthedocs.io,25,12
DuckDuckGo,17,11
statics.teams.cdn.office.net,14,5
apertureneuro.org,13,1
qwant.com,8,3
