referrer,views_total,views_unique
Google,3250,1144
Bing,262,92
github.com,260,90
cn.bing.com,201,77
stnava.github.io,176,79
chatgpt.com,80,42
hub.docker.com,49,8
ecosia.org,42,10
DuckDuckGo,41,23
search.brave.com,37,11
