referrer,views_total,views_unique
Google,920,489
github.com,377,161
Bing,110,67
chatgpt.com,58,33
DuckDuckGo,30,10
stnava.github.io,22,13
ecosia.org,14,7
dataportal.brainminds.jp,12,8
link.gitcode.com,8,3
antsx.github.io,6,5
