referrer,views_total,views_unique
Google,2429,739
stnava.github.io,509,167
github.com,237,75
Bing,188,49
cn.bing.com,109,47
sourceforge.net,81,34
andysbrainbook.readthedocs.io,52,22
link.zhihu.com,43,15
DuckDuckGo,40,12
dataportal.brainminds.jp,23,11
