time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-17 00:00:00+00:00,111,75,334,159
2026-04-18 00:00:00+00:00,81,38,116,51
2026-04-19 00:00:00+00:00,180,49,89,48
2026-04-20 00:00:00+00:00,170,62,278,135
2026-04-21 00:00:00+00:00,101,60,300,141
2026-04-22 00:00:00+00:00,167,79,353,147
2026-04-23 00:00:00+00:00,210,80,322,138
2026-04-24 00:00:00+00:00,175,84,345,160
2026-04-25 00:00:00+00:00,92,49,101,55
2026-04-26 00:00:00+00:00,86,45,132,71
2026-04-27 00:00:00+00:00,86,58,267,130
2026-04-28 00:00:00+00:00,66,43,235,128
2026-04-29 00:00:00+00:00,116,41,278,127
2026-04-30 00:00:00+00:00,57,40,230,113
