referrer,views_total,views_unique
Google,2546,737
stnava.github.io,608,162
github.com,240,78
Bing,230,63
sourceforge.net,105,37
cn.bing.com,102,50
link.zhihu.com,52,18
dataportal.brainminds.jp,51,12
andysbrainbook.readthedocs.io,38,23
DuckDuckGo,36,11
