referrer,views_total,views_unique
Google,812,460
github.com,377,141
Bing,84,46
chatgpt.com,66,36
stnava.github.io,62,22
search.brave.com,18,8
teams.public.onecdn.static.microsoft,11,1
andysbrainbook.readthedocs.io,10,7
DuckDuckGo,9,5
ai.gcschatgpt.com,8,2
