referrer,views_total,views_unique
Google,2997,808
stnava.github.io,601,192
github.com,243,70
sourceforge.net,129,53
Bing,87,30
DuckDuckGo,77,14
cn.bing.com,76,27
dataportal.brainminds.jp,50,17
link.zhihu.com,37,16
andysbrainbook.readthedocs.io,33,21
