referrer,views_total,views_unique
Google,1949,816
Bing,230,97
github.com,144,63
chatgpt.com,84,43
stnava.github.io,70,36
dataportal.brainminds.jp,36,11
andysbrainbook.readthedocs.io,30,16
DuckDuckGo,25,14
search.brave.com,23,12
link.zhihu.com,21,10
