referrer,views_total,views_unique
Google,910,502
github.com,400,177
Bing,109,65
chatgpt.com,47,33
stnava.github.io,26,18
DuckDuckGo,23,12
dataportal.brainminds.jp,15,10
ecosia.org,14,7
andysbrainbook.readthedocs.io,11,7
link.gitcode.com,10,5
