time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-24 00:00:00+00:00,68,35,416,113
2023-11-25 00:00:00+00:00,44,22,191,60
2023-11-26 00:00:00+00:00,34,23,170,61
2023-11-27 00:00:00+00:00,81,47,635,174
2023-11-28 00:00:00+00:00,73,49,743,194
2023-11-29 00:00:00+00:00,90,45,840,181
2023-11-30 00:00:00+00:00,80,48,919,200
2023-12-01 00:00:00+00:00,134,108,784,193
2023-12-02 00:00:00+00:00,40,26,207,68
2023-12-03 00:00:00+00:00,47,25,257,66
2023-12-04 00:00:00+00:00,92,54,688,211
2023-12-05 00:00:00+00:00,128,73,661,203
2023-12-06 00:00:00+00:00,145,101,630,201
2023-12-07 00:00:00+00:00,76,43,537,167
