referrer,views_total,views_unique
Google,3377,956
stnava.github.io,387,145
github.com,342,91
Bing,315,95
sourceforge.net,148,37
cn.bing.com,115,34
dataportal.brainminds.jp,71,22
DuckDuckGo,52,18
link.zhihu.com,48,12
andysbrainbook.readthedocs.io,44,30
