time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-09 00:00:00+00:00,81,58,500,202
2025-07-10 00:00:00+00:00,75,57,465,197
2025-07-11 00:00:00+00:00,86,65,439,196
2025-07-12 00:00:00+00:00,61,51,197,76
2025-07-13 00:00:00+00:00,46,33,176,78
2025-07-14 00:00:00+00:00,73,55,473,174
2025-07-15 00:00:00+00:00,176,131,475,216
2025-07-16 00:00:00+00:00,112,70,582,238
2025-07-17 00:00:00+00:00,119,75,503,220
2025-07-18 00:00:00+00:00,134,71,471,202
2025-07-19 00:00:00+00:00,56,37,130,70
2025-07-20 00:00:00+00:00,59,45,162,86
2025-07-21 00:00:00+00:00,83,66,439,197
2025-07-22 00:00:00+00:00,80,56,402,186
