referrer,views_total,views_unique
Google,2842,830
stnava.github.io,471,149
github.com,368,80
Bing,235,55
sourceforge.net,150,40
andysbrainbook.readthedocs.io,51,29
cn.bing.com,49,22
DuckDuckGo,36,10
dataportal.brainminds.jp,26,9
search.brave.com,22,9
