referrer,views_total,views_unique
Google,2536,832
stnava.github.io,561,226
github.com,358,86
link.zhihu.com,123,25
Bing,103,38
cn.bing.com,97,35
DuckDuckGo,95,18
sourceforge.net,75,39
dataportal.brainminds.jp,26,8
statics.teams.cdn.office.net,24,6
