referrer,views_total,views_unique
Google,3083,874
stnava.github.io,662,160
github.com,195,61
Bing,143,43
cn.bing.com,109,46
sourceforge.net,78,35
dataportal.brainminds.jp,63,12
link.zhihu.com,48,21
andysbrainbook.readthedocs.io,43,25
DuckDuckGo,27,6
