time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-22 00:00:00+00:00,86,52,499,194
2025-04-23 00:00:00+00:00,90,63,607,245
2025-04-24 00:00:00+00:00,139,82,529,216
2025-04-25 00:00:00+00:00,137,87,480,184
2025-04-26 00:00:00+00:00,52,33,142,72
2025-04-27 00:00:00+00:00,68,47,228,100
2025-04-28 00:00:00+00:00,152,94,537,212
2025-04-29 00:00:00+00:00,1228,78,578,207
2025-04-30 00:00:00+00:00,2242,52,628,227
2025-05-01 00:00:00+00:00,2149,142,423,157
2025-05-02 00:00:00+00:00,1569,77,474,163
2025-05-03 00:00:00+00:00,1950,38,194,65
2025-05-04 00:00:00+00:00,546,38,167,78
2025-05-05 00:00:00+00:00,62,39,533,185
