referrer,views_total,views_unique
Google,2584,985
stnava.github.io,335,128
Bing,239,79
github.com,204,82
cn.bing.com,165,63
chatgpt.com,85,38
DuckDuckGo,71,29
dataportal.brainminds.jp,62,15
sourceforge.net,44,20
Baidu,26,7
