time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-31 00:00:00+00:00,82,59,75,54
2026-06-01 00:00:00+00:00,112,70,154,100
2026-06-02 00:00:00+00:00,148,81,205,106
2026-06-03 00:00:00+00:00,131,57,201,133
2026-06-04 00:00:00+00:00,210,121,256,121
2026-06-05 00:00:00+00:00,174,124,241,109
2026-06-06 00:00:00+00:00,95,69,75,53
2026-06-07 00:00:00+00:00,184,136,78,55
2026-06-08 00:00:00+00:00,297,88,292,140
2026-06-09 00:00:00+00:00,201,153,302,138
2026-06-10 00:00:00+00:00,214,174,186,102
2026-06-11 00:00:00+00:00,253,87,194,94
2026-06-12 00:00:00+00:00,139,65,247,134
2026-06-13 00:00:00+00:00,157,76,116,72
