referrer,views_total,views_unique
Google,3068,839
stnava.github.io,518,156
github.com,381,94
Bing,237,72
sourceforge.net,124,36
cn.bing.com,75,32
DuckDuckGo,68,9
andysbrainbook.readthedocs.io,48,27
link.zhihu.com,38,19
dataportal.brainminds.jp,31,10
