time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-06 00:00:00+00:00,16,14,141,66
2024-07-07 00:00:00+00:00,12,10,150,57
2024-07-08 00:00:00+00:00,12,12,618,203
2024-07-09 00:00:00+00:00,22,16,674,213
2024-07-10 00:00:00+00:00,21,17,525,196
2024-07-11 00:00:00+00:00,30,12,616,201
2024-07-12 00:00:00+00:00,30,18,696,182
2024-07-13 00:00:00+00:00,10,10,160,74
2024-07-14 00:00:00+00:00,17,16,140,59
2024-07-15 00:00:00+00:00,33,25,752,214
2024-07-16 00:00:00+00:00,23,20,724,217
2024-07-17 00:00:00+00:00,36,27,748,204
2024-07-18 00:00:00+00:00,38,21,623,213
2024-07-19 00:00:00+00:00,192,16,573,161
