time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-27 00:00:00+00:00,37,28,79,57
2026-06-28 00:00:00+00:00,86,51,90,68
2026-06-29 00:00:00+00:00,68,59,216,131
2026-06-30 00:00:00+00:00,100,54,204,123
2026-07-01 00:00:00+00:00,190,174,204,114
2026-07-02 00:00:00+00:00,74,50,236,114
2026-07-03 00:00:00+00:00,122,96,226,102
2026-07-04 00:00:00+00:00,87,52,233,101
2026-07-05 00:00:00+00:00,201,100,157,76
2026-07-06 00:00:00+00:00,82,53,206,109
2026-07-07 00:00:00+00:00,88,57,229,110
2026-07-08 00:00:00+00:00,119,71,186,95
2026-07-09 00:00:00+00:00,172,138,279,181
2026-07-10 00:00:00+00:00,192,111,245,116
